year,age,suicides/100k pop,sex
2014,45,3.93,0
2014,80,3.91,0
2014,65,3.73,0
2014,30,2.18,0
2014,20,1.59,0
2014,10,0.25,0
2014,10,0.17,1
2015,80,25.28,1
2015,65,13.74,1
2015,45,11.5,1
2015,30,7.85,1
2015,20,5.27,1
2015,65,4.08,0
2015,80,3.79,0
2015,45,3.41,0
2015,30,1.89,0
2015,20,1.18,0
2015,10,0.24,1
2015,10,0.22,0
1985,80,3.45,1
1985,80,2.63,0
1985,20,1.16,1
1985,30,0.64,1
1985,45,0.59,1
1985,45,0.57,0
1985,20,0.0,0
1985,30,0.0,0
1985,10,0.0,0
1985,65,0.0,0
1985,10,0.0,1
1985,65,0.0,1
1986,45,0.57,1
1986,20,0.0,0
1986,30,0.0,0
1986,45,0.0,0
1986,10,0.0,0
1986,65,0.0,0
1986,80,0.0,0
1986,20,0.0,1
1986,30,0.0,1
1986,10,0.0,1
1986,65,0.0,1
1986,80,0.0,1
1987,65,3.77,1
1987,20,1.96,1
1987,30,0.59,1
1987,30,0.56,0
1987,45,0.53,0
1987,10,0.37,0
1987,20,0.0,0
1987,65,0.0,0
1987,80,0.0,0
1987,45,0.0,1
1987,10,0.0,1
1987,80,0.0,1
1988,80,2.32,0
1988,20,0.79,1
1988,45,0.55,1
1988,30,0.54,0
1988,20,0.0,0
1988,45,0.0,0
1988,10,0.0,0
1988,65,0.0,0
1988,30,0.0,1
1988,10,0.0,1
1988,65,0.0,1
1988,80,0.0,1
1989,20,0.0,0
1989,30,0.0,0
1989,45,0.0,0
1989,10,0.0,0
1989,65,0.0,0
1989,80,0.0,0
1989,20,0.0,1
1989,30,0.0,1
1989,45,0.0,1
1989,10,0.0,1
1989,65,0.0,1
1989,80,0.0,1
1990,20,0.8,1
1990,45,0.52,1
1990,20,0.0,0
1990,30,0.0,0
1990,45,0.0,0
1990,10,0.0,0
1990,65,0.0,0
1990,80,0.0,0
1990,30,0.0,1
1990,10,0.0,1
1990,65,0.0,1
1990,80,0.0,1
1991,65,0.9,1
1991,20,0.0,0
1991,30,0.0,0
1991,45,0.0,0
1991,10,0.0,0
1991,65,0.0,0
1991,80,0.0,0
1991,20,0.0,1
1991,30,0.0,1
1991,45,0.0,1
1991,10,0.0,1
1991,80,0.0,1
2000,45,0.74,1
2000,20,0.42,1
2000,20,0.0,0
2000,30,0.0,0
2000,45,0.0,0
2000,10,0.0,0
2000,65,0.0,0
2000,80,0.0,0
2000,30,0.0,1
2000,10,0.0,1
2000,65,0.0,1
2000,80,0.0,1
2001,65,1.54,1
2001,30,0.49,1
2001,20,0.41,0
2001,45,0.36,1
2001,30,0.0,0
2001,45,0.0,0
2001,10,0.0,0
2001,65,0.0,0
2001,80,0.0,0
2001,20,0.0,1
2001,10,0.0,1
2001,80,0.0,1
2002,45,0.7,1
2002,20,0.0,0
2002,30,0.0,0
2002,45,0.0,0
2002,10,0.0,0
2002,65,0.0,0
2002,80,0.0,0
2002,20,0.0,1
2002,30,0.0,1
2002,10,0.0,1
2002,65,0.0,1
2002,80,0.0,1
2003,30,0.5,1
2003,20,0.41,0
2003,30,0.0,0
2003,45,0.0,0
2003,10,0.0,0
2003,65,0.0,0
2003,80,0.0,0
2003,20,0.0,1
2003,45,0.0,1
2003,10,0.0,1
2003,65,0.0,1
2003,80,0.0,1
2004,65,0.74,1
2004,20,0.0,0
2004,30,0.0,0
2004,45,0.0,0
2004,10,0.0,0
2004,65,0.0,0
2004,80,0.0,0
2004,20,0.0,1
2004,30,0.0,1
2004,45,0.0,1
2004,10,0.0,1
2004,80,0.0,1
2005,30,6.65,1
2005,65,5.05,1
2005,45,4.6,1
2005,80,4.38,1
2005,20,2.38,1
2005,45,1.51,0
2005,30,0.49,0
2005,20,0.41,0
2005,10,0.36,0
2005,10,0.34,1
2005,65,0.0,0
2005,80,0.0,0
2006,20,0.0,0
2006,30,0.0,0
2006,45,0.0,0
2006,10,0.0,0
2006,65,0.0,0
2006,80,0.0,0
2006,20,0.0,1
2006,30,0.0,1
2006,45,0.0,1
2006,10,0.0,1
2006,65,0.0,1
2006,80,0.0,1
2009,80,6.27,1
2009,30,4.51,1
2009,65,3.86,1
2009,45,2.78,1
2009,20,1.86,1
2009,65,0.63,0
2009,30,0.47,0
2009,20,0.39,0
2009,10,0.36,1
2009,45,0.0,0
2009,10,0.0,0
2009,80,0.0,0
2010,30,0.49,1
2010,10,0.37,1
2010,45,0.3,1
2010,20,0.0,0
2010,30,0.0,0
2010,45,0.0,0
2010,10,0.0,0
2010,65,0.0,0
2010,80,0.0,0
2010,20,0.0,1
2010,65,0.0,1
2010,80,0.0,1
2011,80,8.15,1
2011,65,6.68,1
2011,45,4.23,1
2011,30,3.39,1
2011,20,1.82,1
2011,10,1.19,0
2011,10,1.14,1
2011,65,0.59,0
2011,20,0.38,0
2011,45,0.29,0
2011,30,0.0,0
2011,80,0.0,0
1985,80,74.82,1
1985,80,54.26,0
1985,65,41.83,1
1985,45,39.04,1
1985,30,23.41,1
1985,65,23.07,0
1985,45,14.38,0
1985,20,13.05,1
1985,30,9.82,0
1985,20,5.87,0
1985,10,0.63,1
1985,10,0.29,0
1986,80,78.77,1
1986,80,59.07,0
1986,65,44.5,1
1986,45,40.33,1
1986,65,25.34,0
1986,30,25.09,1
1986,45,15.33,0
1986,20,14.14,1
1986,30,11.63,0
1986,20,7.96,0
1986,10,0.79,1
1986,10,0.6,0
1987,80,72.96,1
1987,80,53.19,0
1987,65,41.04,1
1987,45,36.71,1
1987,65,25.21,0
1987,30,23.71,1
1987,45,13.64,0
1987,20,11.62,1
1987,30,9.93,0
1987,20,6.5,0
1987,10,0.58,1
1987,10,0.2,0
1988,80,72.19,1
1988,80,54.89,0
1988,65,38.27,1
1988,45,33.29,1
1988,65,23.85,0
1988,30,21.87,1
1988,45,13.28,0
1988,20,10.36,1
1988,30,9.28,0
1988,20,6.51,0
1988,10,0.57,1
1988,10,0.36,0
1989,80,67.95,1
1989,80,51.55,0
1989,65,35.4,1
1989,45,28.19,1
1989,65,22.75,0
1989,30,19.95,1
1989,45,12.56,0
1989,20,9.69,1
1989,30,9.36,0
1989,20,5.25,0
1989,10,0.43,1
1989,10,0.34,0
1990,80,62.94,1
1990,80,48.55,0
1990,65,33.95,1
1990,45,26.36,1
1990,65,20.71,0
1990,30,18.44,1
1990,45,11.92,0
1990,20,9.17,1
1990,30,8.99,0
1990,20,4.75,0
1990,10,0.37,1
1990,10,0.22,0
1991,80,58.59,1
1991,80,43.12,0
1991,65,33.97,1
1991,45,27.07,1
1991,65,19.83,0
1991,30,18.12,1
1991,45,11.18,0
1991,20,9.12,1
1991,30,8.31,0
1991,20,4.73,0
1991,10,0.28,1
1991,10,0.19,0
1992,80,59.92,1
1992,80,41.8,0
1992,65,36.21,1
1992,45,29.05,1
1992,65,19.31,0
1992,30,18.8,1
1992,45,11.02,0
1992,20,10.22,1
1992,30,8.1,0
1992,20,4.74,0
1992,10,0.67,1
1992,10,0.44,0
1993,80,51.77,1
1993,80,37.05,0
1993,65,35.51,1
1993,45,30.26,1
1993,30,18.14,1
1993,65,17.9,0
1993,45,10.82,0
1993,20,10.05,1
1993,30,7.54,0
1993,20,4.38,0
1993,10,0.43,1
1993,10,0.25,0
1994,80,55.09,1
1994,65,35.33,1
1994,80,35.21,0
1994,45,30.08,1
1994,30,19.77,1
1994,65,16.84,0
1994,20,11.97,1
1994,45,10.21,0
1994,30,8.32,0
1994,20,5.08,0
1994,10,0.75,1
1994,10,0.3,0
1995,80,53.17,1
1995,65,35.71,1
1995,80,34.45,0
1995,45,30.5,1
1995,30,20.13,1
1995,65,17.32,0
1995,20,11.25,1
1995,45,11.03,0
1995,30,8.16,0
1995,20,5.47,0
1995,10,0.6,1
1995,10,0.34,0
1996,80,50.85,1
1996,65,37.99,1
1996,80,33.54,0
1996,45,31.99,1
1996,30,19.63,1
1996,65,17.52,0
1996,20,11.33,1
1996,45,10.92,0
1996,30,8.34,0
1996,20,5.43,0
1996,10,0.59,1
1996,10,0.35,0
1997,80,52.59,1
1997,65,41.14,1
1997,45,33.81,1
1997,80,33.21,0
1997,30,20.53,1
1997,65,17.52,0
1997,45,11.62,0
1997,20,11.35,1
1997,30,9.31,0
1997,20,5.51,0
1997,10,0.5,1
1997,10,0.29,0
1998,80,61.35,1
1998,65,58.92,1
1998,45,47.75,1
1998,80,38.09,0
1998,30,27.2,1
1998,65,22.02,0
1998,20,16.8,1
1998,45,13.65,0
1998,30,11.95,0
1998,20,7.44,0
1998,10,0.99,1
1998,10,0.44,0
1999,80,60.73,1
1999,65,57.55,1
1999,45,47.92,1
1999,80,34.1,0
1999,30,28.08,1
1999,65,20.64,0
1999,20,16.52,1
1999,45,13.36,0
1999,30,11.56,0
1999,20,7.29,0
1999,10,0.68,1
1999,10,0.47,0
2000,65,56.92,1
2000,80,50.8,1
2000,45,45.74,1
2000,80,31.0,0
2000,30,26.5,1
2000,65,19.74,0
2000,20,15.79,1
2000,45,12.5,0
2000,30,11.44,0
2000,20,6.92,0
2000,10,0.91,1
2000,10,0.26,0
2001,65,54.68,1
2001,80,49.71,1
2001,45,45.18,1
2001,80,27.71,0
2001,30,25.23,1
2001,65,18.66,0
2001,20,14.59,1
2001,45,12.37,0
2001,30,11.04,0
2001,20,7.0,0
2001,10,0.62,1
2001,10,0.37,0
2002,65,55.07,1
2002,45,47.55,1
2002,80,47.2,1
2002,80,26.05,0
2002,30,25.98,1
2002,65,18.53,0
2002,20,14.74,1
2002,45,12.77,0
2002,30,11.01,0
2002,20,6.34,0
2002,10,0.4,1
2002,10,0.2,0
2003,65,56.48,1
2003,45,52.74,1
2003,80,45.19,1
2003,30,31.13,1
2003,80,24.61,0
2003,65,19.14,0
2003,20,15.48,1
2003,45,13.22,0
2003,30,12.5,0
2003,20,7.84,0
2003,10,0.56,0
2003,10,0.52,1
2004,65,51.55,1
2004,45,48.28,1
2004,80,46.25,1
2004,30,28.97,1
2004,80,22.86,0
2004,65,17.68,0
2004,20,16.92,1
2004,45,12.35,0
2004,30,12.18,0
2004,20,8.39,0
2004,10,0.44,1
2004,10,0.38,0
2005,65,50.67,1
2005,45,48.73,1
2005,80,43.32,1
2005,30,31.85,1
2005,80,21.89,0
2005,20,17.65,1
2005,65,16.38,0
2005,30,13.1,0
2005,45,12.9,0
2005,20,9.64,0
2005,10,0.48,1
2005,10,0.28,0
2006,65,49.5,1
2006,45,45.01,1
2006,80,43.11,1
2006,30,30.45,1
2006,80,21.54,0
2006,20,18.18,1
2006,65,16.65,0
2006,45,13.44,0
2006,30,13.37,0
2006,20,9.7,0
2006,10,0.94,1
2006,10,0.35,0
2007,65,50.74,1
2007,80,46.48,1
2007,45,45.9,1
2007,30,30.54,1
2007,80,21.37,0
2007,20,18.43,1
2007,65,17.93,0
2007,45,14.11,0
2007,30,13.2,0
2007,20,9.27,0
2007,10,0.51,1
2007,10,0.28,0
2008,65,48.74,1
2008,45,44.09,1
2008,80,42.94,1
2008,30,32.2,1
2008,80,20.39,0
2008,20,20.2,1
2008,65,16.59,0
2008,30,15.16,0
2008,45,13.64,0
2008,20,10.36,0
2008,10,0.69,1
2008,10,0.32,0
2009,65,49.2,1
2009,45,46.43,1
2009,80,42.83,1
2009,30,33.27,1
2009,20,20.36,1
2009,80,19.43,0
2009,65,16.19,0
2009,30,14.13,0
2009,45,14.09,0
2009,20,9.82,0
2009,10,0.57,1
2009,10,0.37,0
2010,65,45.52,1
2010,45,42.91,1
2010,80,40.93,1
2010,30,32.51,1
2010,20,20.79,1
2010,80,19.15,0
2010,65,16.43,0
2010,45,14.33,0
2010,30,13.36,0
2010,20,8.45,0
2010,10,0.72,1
2010,10,0.38,0
2011,65,41.96,1
2011,45,40.5,1
2011,80,39.28,1
2011,30,31.68,1
2011,20,20.88,1
2011,80,19.29,0
2011,65,16.52,0
2011,45,15.41,0
2011,30,15.2,0
2011,20,10.39,0
2011,10,0.9,1
2011,10,0.4,0
2012,80,39.11,1
2012,65,37.74,1
2012,45,37.03,1
2012,30,30.39,1
2012,20,20.92,1
2012,80,17.22,0
2012,65,15.2,0
2012,45,13.24,0
2012,30,13.09,0
2012,20,8.43,0
2012,10,0.96,1
2012,10,0.37,0
2013,80,39.6,1
2013,45,36.47,1
2013,65,36.46,1
2013,30,30.31,1
2013,20,20.22,1
2013,80,17.87,0
2013,65,15.07,0
2013,45,13.21,0
2013,30,12.3,0
2013,20,8.0,0
2013,10,1.02,1
2013,10,0.63,0
2014,80,36.93,1
2014,65,33.78,1
2014,45,32.88,1
2014,30,30.41,1
2014,20,19.31,1
2014,80,16.26,0
2014,65,14.53,0
2014,45,12.72,0
2014,30,12.09,0
2014,20,7.44,0
2014,10,1.22,1
2014,10,0.64,0
2015,80,36.52,1
2015,65,32.27,1
2015,45,31.54,1
2015,30,28.38,1
2015,20,17.92,1
2015,80,15.12,0
2015,65,13.3,0
2015,45,11.91,0
2015,30,10.36,0
2015,20,7.07,0
2015,10,1.12,1
2015,10,0.53,0
1990,80,80.23,1
1990,45,53.31,1
1990,65,50.4,1
1990,30,41.37,1
1990,80,29.2,0
1990,20,26.31,1
1990,65,17.72,0
1990,20,12.7,0
1990,45,12.19,0
1990,30,7.15,0
1990,10,3.12,1
1990,10,0.42,0
1991,80,72.83,1
1991,45,48.94,1
1991,65,47.73,1
1991,30,43.09,1
1991,80,30.89,0
1991,20,28.15,1
1991,65,15.19,0
1991,20,10.28,0
1991,45,9.85,0
1991,30,7.23,0
1991,10,3.83,1
1991,10,0.65,0
1992,80,62.87,1
1992,45,51.54,1
1992,65,49.66,1
1992,30,47.57,1
1992,20,31.05,1
1992,80,28.13,0
1992,65,17.14,0
1992,45,11.42,0
1992,20,10.4,0
1992,30,9.33,0
1992,10,3.6,1
1992,10,0.82,0
1993,80,74.25,1
1993,65,65.65,1
1993,45,62.76,1
1993,30,55.32,1
1993,20,38.92,1
1993,80,22.39,0
1993,65,19.52,0
1993,20,12.29,0
1993,45,11.35,0
1993,30,8.6,0
1993,10,4.28,1
1993,10,1.16,0
1994,80,104.1,1
1994,65,70.16,1
1994,45,66.92,1
1994,30,54.75,1
1994,20,36.06,1
1994,80,31.6,0
1994,65,16.48,0
1994,20,11.18,0
1994,45,10.07,0
1994,30,9.64,0
1994,10,2.8,1
1994,10,0.92,0
1995,80,87.96,1
1995,65,85.72,1
1995,45,85.01,1
1995,30,67.62,1
1995,20,42.73,1
1995,80,32.14,0
1995,65,17.25,0
1995,45,11.36,0
1995,20,10.26,0
1995,30,10.22,0
1995,10,3.51,1
1995,10,0.89,0
1996,45,92.95,1
1996,65,87.35,1
1996,80,79.6,1
1996,30,70.7,1
1996,20,45.17,1
1996,80,21.45,0
1996,65,17.99,0
1996,45,12.0,0
1996,20,11.44,0
1996,30,10.19,0
1996,10,3.39,1
1996,10,0.61,0
1997,65,89.98,1
1997,45,89.29,1
1997,30,66.52,1
1997,80,63.78,1
1997,20,46.46,1
1997,80,23.82,0
1997,65,14.22,0
1997,20,12.6,0
1997,45,11.54,0
1997,30,11.37,0
1997,10,3.17,1
1997,10,0.99,0
1998,65,90.75,1
1998,45,84.61,1
1998,80,77.85,1
1998,30,63.44,1
1998,20,44.22,1
1998,80,26.12,0
1998,65,14.67,0
1998,30,12.51,0
1998,20,11.23,0
1998,45,11.0,0
1998,10,3.41,1
1998,10,0.71,0
1999,65,77.91,1
1999,45,75.55,1
1999,80,72.94,1
1999,30,63.36,1
1999,20,45.13,1
1999,80,23.96,0
1999,65,14.56,0
1999,30,11.01,0
1999,45,10.37,0
1999,20,9.13,0
1999,10,3.15,1
1999,10,0.66,0
2000,45,84.72,1
2000,65,83.87,1
2000,30,75.24,1
2000,80,60.28,1
2000,20,45.58,1
2000,80,22.01,0
2000,65,14.63,0
2000,20,12.29,0
2000,45,11.94,0
2000,30,11.19,0
2000,10,3.09,1
2000,10,1.21,0
2001,45,84.06,1
2001,65,81.0,1
2001,30,75.43,1
2001,80,62.16,1
2001,20,48.33,1
2001,80,22.71,0
2001,20,11.82,0
2001,65,11.77,0
2001,45,9.86,0
2001,30,9.67,0
2001,10,4.24,1
2001,10,1.44,0
2002,65,82.56,1
2002,45,76.94,1
2002,30,73.12,1
2002,80,57.68,1
2002,20,43.9,1
2002,80,20.99,0
2002,65,11.94,0
2002,20,11.62,0
2002,30,11.24,0
2002,45,9.74,0
2002,10,4.7,1
2002,10,1.46,0
2003,30,82.15,1
2003,65,75.41,1
2003,45,74.69,1
2003,80,60.5,1
2003,20,44.99,1
2003,80,23.09,0
2003,65,13.95,0
2003,20,11.14,0
2003,45,9.84,0
2003,30,9.83,0
2003,10,4.9,1
2003,10,1.22,0
2004,30,83.42,1
2004,45,76.11,1
2004,80,70.77,1
2004,65,62.44,1
2004,20,49.66,1
2004,80,22.49,0
2004,20,12.3,0
2004,30,11.15,0
2004,65,10.06,0
2004,45,10.02,0
2004,10,4.33,1
2004,10,1.11,0
2005,30,73.91,1
2005,45,64.69,1
2005,65,56.13,1
2005,80,54.26,1
2005,20,42.13,1
2005,80,19.3,0
2005,30,10.6,0
2005,20,10.45,0
2005,65,9.79,0
2005,45,8.44,0
2005,10,6.13,1
2005,10,1.97,0
2006,30,79.39,1
2006,45,63.96,1
2006,80,61.14,1
2006,65,59.69,1
2006,20,42.94,1
2006,80,18.76,0
2006,20,12.17,0
2006,65,10.12,0
2006,30,10.06,0
2006,45,8.96,0
2006,10,5.51,1
2006,10,2.03,0
2007,30,76.05,1
2007,80,65.87,1
2007,45,65.86,1
2007,65,55.11,1
2007,20,42.01,1
2007,80,17.75,0
2007,20,13.54,0
2007,30,11.48,0
2007,45,9.79,0
2007,65,8.16,0
2007,10,7.4,1
2007,10,2.61,0
2008,80,73.62,1
2008,30,69.8,1
2008,45,60.26,1
2008,65,49.95,1
2008,20,42.65,1
2008,80,16.78,0
2008,20,15.97,0
2008,30,12.26,0
2008,45,10.02,0
2008,65,8.37,0
2008,10,5.58,1
2008,10,1.68,0
2009,30,67.1,1
2009,45,59.63,1
2009,80,51.49,1
2009,65,47.95,1
2009,20,39.66,1
2009,80,15.12,0
2009,20,14.37,0
2009,30,11.42,0
2009,45,8.76,0
2009,65,8.61,0
2009,10,3.65,1
2009,10,2.31,0
2010,80,63.5,1
2010,30,61.67,1
2010,45,54.87,1
2010,65,48.0,1
2010,20,33.94,1
2010,80,14.8,0
2010,20,12.45,0
2010,30,10.51,0
2010,65,7.69,0
2010,45,7.18,0
2010,10,4.04,1
2010,10,2.16,0
2011,30,57.85,1
2011,80,53.35,1
2011,45,51.49,1
2011,65,43.07,1
2011,20,32.31,1
2011,80,16.1,0
2011,20,11.29,0
2011,30,9.36,0
2011,45,7.37,0
2011,65,6.65,0
2011,10,3.12,1
2011,10,1.8,0
2012,30,51.71,1
2012,45,51.58,1
2012,80,46.19,1
2012,65,43.19,1
2012,20,28.76,1
2012,80,13.84,0
2012,20,8.95,0
2012,45,7.96,0
2012,30,7.88,0
2012,65,7.76,0
2012,10,2.62,1
2012,10,0.58,0
2013,80,55.71,1
2013,45,54.41,1
2013,30,51.42,1
2013,65,44.73,1
2013,20,31.4,1
2013,80,15.63,0
2013,20,12.95,0
2013,30,9.37,0
2013,45,8.43,0
2013,65,7.25,0
2013,10,3.2,1
2013,10,2.17,0
2014,45,51.13,1
2014,80,47.11,1
2014,30,45.62,1
2014,65,37.65,1
2014,20,25.85,1
2014,80,14.44,0
2014,20,9.82,0
2014,30,8.45,0
2014,45,7.42,0
2014,65,5.46,0
2014,10,2.76,1
2014,10,1.38,0
2015,80,46.04,1
2015,45,45.15,1
2015,30,40.4,1
2015,65,38.16,1
2015,20,23.53,1
2015,80,12.22,0
2015,20,9.88,0
2015,45,7.56,0
2015,30,7.09,0
2015,65,4.97,0
2015,10,2.07,1
2015,10,0.95,0
1991,20,73.65,1
1991,65,42.64,1
1991,30,17.81,1
1991,45,16.39,1
1991,30,16.38,0
1991,20,14.67,0
1991,45,0.0,0
1991,10,0.0,0
1991,65,0.0,0
1991,80,0.0,0
1991,10,0.0,1
1991,80,0.0,1
1992,65,35.73,0
1992,20,29.99,1
1992,45,16.06,1
1992,20,0.0,0
1992,30,0.0,0
1992,45,0.0,0
1992,10,0.0,0
1992,80,0.0,0
1992,30,0.0,1
1992,10,0.0,1
1992,65,0.0,1
1992,80,0.0,1
1993,45,47.1,1
1993,20,45.56,1
1993,65,41.95,1
1993,30,33.57,1
1993,20,15.2,0
1993,10,10.62,0
1993,10,10.22,1
1993,30,0.0,0
1993,45,0.0,0
1993,65,0.0,0
1993,80,0.0,0
1993,80,0.0,1
1994,45,45.95,1
1994,20,45.69,1
1994,30,33.04,1
1994,20,15.32,0
1994,10,10.4,0
1994,30,0.0,0
1994,45,0.0,0
1994,65,0.0,0
1994,80,0.0,0
1994,10,0.0,1
1994,65,0.0,1
1994,80,0.0,1
1995,65,41.63,1
1995,20,15.08,1
1995,20,0.0,0
1995,30,0.0,0
1995,45,0.0,0
1995,10,0.0,0
1995,65,0.0,0
1995,80,0.0,0
1995,30,0.0,1
1995,45,0.0,1
1995,10,0.0,1
1995,80,0.0,1
1996,10,18.92,1
1996,30,15.07,0
1996,20,14.89,0
1996,20,14.78,1
1996,45,13.69,0
1996,10,0.0,0
1996,65,0.0,0
1996,80,0.0,0
1996,30,0.0,1
1996,45,0.0,1
1996,65,0.0,1
1996,80,0.0,1
1997,30,33.31,1
1997,20,28.72,1
1997,45,14.03,1
1997,20,0.0,0
1997,30,0.0,0
1997,45,0.0,0
1997,10,0.0,0
1997,65,0.0,0
1997,80,0.0,0
1997,10,0.0,1
1997,65,0.0,1
1997,80,0.0,1
1998,20,27.72,1
1998,45,13.6,1
1998,10,9.13,1
1998,20,0.0,0
1998,30,0.0,0
1998,45,0.0,0
1998,10,0.0,0
1998,65,0.0,0
1998,80,0.0,0
1998,30,0.0,1
1998,65,0.0,1
1998,80,0.0,1
1999,20,0.0,0
1999,30,0.0,0
1999,45,0.0,0
1999,10,0.0,0
1999,65,0.0,0
1999,80,0.0,0
1999,20,0.0,1
1999,30,0.0,1
1999,45,0.0,1
1999,10,0.0,1
1999,65,0.0,1
1999,80,0.0,1
2000,20,0.0,0
2000,30,0.0,0
2000,45,0.0,0
2000,10,0.0,0
2000,65,0.0,0
2000,80,0.0,0
2000,20,0.0,1
2000,30,0.0,1
2000,45,0.0,1
2000,10,0.0,1
2000,65,0.0,1
2000,80,0.0,1
2001,20,0.0,0
2001,30,0.0,0
2001,45,0.0,0
2001,10,0.0,0
2001,65,0.0,0
2001,80,0.0,0
2001,20,0.0,1
2001,30,0.0,1
2001,45,0.0,1
2001,10,0.0,1
2001,65,0.0,1
2001,80,0.0,1
1985,65,2.84,1
1985,45,2.55,1
1985,30,2.19,1
1985,30,1.47,0
1985,20,1.33,1
1985,45,0.82,0
1985,20,0.0,0
1985,10,0.0,0
1985,65,0.0,0
1985,80,0.0,0
1985,10,0.0,1
1985,80,0.0,1
1986,20,2.54,1
1986,30,2.1,0
1986,30,2.1,1
1986,45,1.22,1
1986,45,0.78,0
1986,20,0.0,0
1986,10,0.0,0
1986,65,0.0,0
1986,80,0.0,0
1986,10,0.0,1
1986,65,0.0,1
1986,80,0.0,1
1987,65,4.12,0
1987,30,2.4,1
1987,45,1.55,1
1987,45,1.49,0
1987,30,0.67,0
1987,20,0.63,0
1987,20,0.61,1
1987,10,0.0,0
1987,80,0.0,0
1987,10,0.0,1
1987,65,0.0,1
1987,80,0.0,1
1993,30,3.06,0
1993,30,2.89,1
1993,65,2.84,1
1993,45,1.76,1
1993,45,1.62,0
1993,20,0.84,1
1993,20,0.0,0
1993,10,0.0,0
1993,65,0.0,0
1993,80,0.0,0
1993,10,0.0,1
1993,80,0.0,1
1994,30,5.27,0
1994,45,4.07,0
1994,30,2.86,1
1994,45,2.42,1
1994,65,2.39,1
1994,20,1.46,1
1994,20,0.0,0
1994,10,0.0,0
1994,65,0.0,0
1994,80,0.0,0
1994,10,0.0,1
1994,80,0.0,1
1995,20,3.5,1
1995,30,3.07,1
1995,45,2.31,1
1995,45,1.56,0
1995,30,1.44,0
1995,20,0.86,0
1995,10,0.0,0
1995,65,0.0,0
1995,80,0.0,0
1995,10,0.0,1
1995,65,0.0,1
1995,80,0.0,1
1996,30,5.56,0
1996,65,4.42,1
1996,30,3.29,1
1996,20,2.49,0
1996,45,1.9,1
1996,20,0.67,1
1996,45,0.0,0
1996,10,0.0,0
1996,65,0.0,0
1996,80,0.0,0
1996,10,0.0,1
1996,80,0.0,1
1997,30,4.72,0
1997,20,4.02,0
1997,45,3.64,0
1997,30,3.19,1
1997,65,2.14,1
1997,20,1.31,1
1997,45,0.92,1
1997,10,0.0,0
1997,65,0.0,0
1997,80,0.0,0
1997,10,0.0,1
1997,80,0.0,1
1998,30,3.4,0
1998,45,3.26,0
1998,30,2.92,1
1998,20,2.17,0
1998,45,2.02,1
1998,65,1.78,1
1998,20,0.66,1
1998,10,0.0,0
1998,65,0.0,0
1998,80,0.0,0
1998,10,0.0,1
1998,80,0.0,1
1999,30,4.47,1
1999,30,3.83,0
1999,45,3.38,1
1999,45,2.62,0
1999,20,1.27,1
1999,20,0.7,0
1999,10,0.55,1
1999,10,0.0,0
1999,65,0.0,0
1999,80,0.0,0
1999,65,0.0,1
1999,80,0.0,1
2000,30,5.29,0
2000,30,2.95,1
2000,20,1.83,1
2000,65,1.64,1
2000,20,1.35,0
2000,45,1.16,1
2000,45,1.01,0
2000,10,0.0,0
2000,65,0.0,0
2000,80,0.0,0
2000,10,0.0,1
2000,80,0.0,1
2001,45,3.31,1
2001,30,2.18,1
2001,30,1.52,0
2001,20,1.16,1
2001,45,0.96,0
2001,20,0.0,0
2001,10,0.0,0
2001,65,0.0,0
2001,80,0.0,0
2001,10,0.0,1
2001,65,0.0,1
2001,80,0.0,1
2002,45,3.73,1
2002,30,2.83,1
2002,20,2.7,1
2002,30,2.34,0
2002,45,1.77,0
2002,20,1.19,0
2002,10,0.0,0
2002,65,0.0,0
2002,80,0.0,0
2002,10,0.0,1
2002,65,0.0,1
2002,80,0.0,1
2003,30,4.86,0
2003,45,4.28,1
2003,30,3.71,1
2003,45,1.44,0
2003,20,1.2,0
2003,20,0.95,1
2003,10,0.0,0
2003,65,0.0,0
2003,80,0.0,0
2003,10,0.0,1
2003,65,0.0,1
2003,80,0.0,1
2004,45,4.23,1
2004,30,3.65,0
2004,45,3.29,0
2004,20,2.43,1
2004,30,1.88,1
2004,20,1.78,0
2004,10,0.0,0
2004,65,0.0,0
2004,80,0.0,0
2004,10,0.0,1
2004,65,0.0,1
2004,80,0.0,1
2005,30,6.06,1
2005,45,4.11,1
2005,30,3.45,0
2005,20,1.78,0
2005,65,1.33,1
2005,20,1.0,1
2005,45,0.45,0
2005,10,0.0,0
2005,65,0.0,0
2005,80,0.0,0
2005,10,0.0,1
2005,80,0.0,1
2006,30,4.99,1
2006,45,3.24,1
2006,30,2.32,0
2006,65,1.97,0
2006,45,1.28,0
2006,20,1.1,0
2006,20,0.93,1
2006,10,0.0,0
2006,80,0.0,0
2006,10,0.0,1
2006,65,0.0,1
2006,80,0.0,1
2007,30,3.28,1
2007,30,2.32,0
2007,65,2.01,1
2007,20,1.87,1
2007,45,1.84,0
2007,45,1.25,1
2007,20,0.45,0
2007,10,0.0,0
2007,65,0.0,0
2007,80,0.0,0
2007,10,0.0,1
2007,80,0.0,1
2008,30,1.82,1
2008,45,1.79,1
2008,20,1.76,1
2008,30,1.72,0
2008,65,1.57,0
2008,45,1.38,0
2008,65,0.91,1
2008,20,0.81,0
2008,10,0.0,0
2008,80,0.0,0
2008,10,0.0,1
2008,80,0.0,1
2009,30,3.55,0
2009,45,2.94,1
2009,30,2.2,1
2009,45,1.75,0
